28.27253313	5.678652317	3.329143208	32.08717828		40.22075306	42.4698376	5.474270254	1.411500825	0.906810852	25.40001985	80.2829504	3.815856024	23.98555717	23.97954388	13.31402713	2.126048643	1.170174608	2.029861201	29.31734494	1.660471892	4.553685998
30.60557951	6.082656256	3.640687157	35.92764925		41.24459052	46.23116842	6.066110068	1.48447816	0.985209645	26.83316721	85.93875595	4.026676215	25.50580617	25.93077375	14.03166738	2.323401653	1.157537986	2.271647137	32.72120034	1.756283333	4.824856535
32.84342831	6.88908356	4.055238584	39.76354293		43.3658555	51.39330107	6.717897386	1.552651739	1.012801879	27.50670392	91.03312411	4.219962487	27.70709993	27.96090238	14.80527029	2.374043287	1.189838068	2.171246796	35.20357747	1.831558231	5.140520656
34.65209686	7.238161391	4.318566315	42.42804406		45.03557306	53.99253805	7.147433432	1.588000763	1.045222244	29.77913251	94.91239869	4.529947582	29.11375423	29.69716033	15.35817935	2.47767877	1.256240332	2.525060907	37.20286263	1.96698437	5.439000593
36.27773577	7.877448329	4.744559313	46.27387991		46.57171334	58.17561403	7.58614051	1.66581446	1.075005218	30.24077654	99.86282668	4.559319918	31.28213649	31.45757259	16.22893576	2.581844291	1.250562141	2.447951602	39.70296423	1.979709378	5.826100938
37.0998655	8.074015245	5.009538578	47.58369736		46.78349763	59.82841241	7.732792458	1.709881538	1.101554899	31.93334925	101.552581	4.796229668	32.55747105	32.29993538	16.58833617	2.664316016	1.304680701	2.768332405	40.17422459	2.039066902	5.929897128
38.11634981	8.409846587	5.325700665	50.2465854		48.37124797	62.79985146	8.212728768	1.749140409	1.106736688	31.64387982	103.8546152	4.850732599	32.98890873	33.1560808	17.0168508	2.753056519	1.304334337	2.560076887	40.87375069	2.079965301	6.102327957
39.45968144	8.70917347	5.421326799	51.66392841		48.3516542	64.20091248	8.407365283	1.799032197	1.166367091	33.29468194	105.9503808	5.107329204	34.09687638	34.59185661	17.38197053	2.810639731	1.351184608	2.910463269	42.43768823	2.19881673	6.372572104
39.91450894	9.059495296	5.559507635	53.83636669		48.77723897	67.04244432	8.597856322	1.842191754	1.1719848	33.47304841	108.4632015	5.129320032	34.50191803	35.63916262	17.5483711	2.910800778	1.377499447	2.877960191	43.70140657	2.14461121	6.443774636
40.8178754	9.256115986	5.787416299	55.99225573		51.15974456	68.84455447	8.715337393	1.885466781	1.217119401	34.62096862	110.9573832	5.38673716	35.03603537	36.52019146	18.05751598	2.941405895	1.423092696	3.07539703	45.13492335	2.335688428	6.751298837
41.88246721	9.556271423	5.970913149	57.61479532		50.60525774	70.79812093	8.981329788	1.932127562	1.22881359	35.18195651	112.9821498	5.475124099	35.53792415	37.25679334	18.26777068	3.004979567	1.45967127	3.201380053	45.82485977	2.348033342	6.856609305
42.62613997	9.829989337	6.156032579	59.93767746		51.76648518	72.92693716	9.264170336	1.97308157	1.271435397	36.10178706	114.7195518	5.580712714	36.46794727	37.98958515	18.81827883	3.070679624	1.460328162	3.176268566	46.67464861	2.383757819	6.861496588
43.53169094	9.992238088	6.327525392	61.42388721		53.69950414	75.72738166	9.39299413	2.006100041	1.308856072	36.58659573	117.4627846	5.683059833	36.94263747	38.6223291	19.2700985	3.177400046	1.458561864	3.164831866	48.01116128	2.466902425	6.976712469
44.1521965	10.2321016	6.366656949	62.77900614		54.03965496	77.68419523	9.455501251	2.058280393	1.337869128	37.57068436	119.8975155	5.831979505	37.50139295	39.33364748	19.54692219	3.134097263	1.463204482	3.324192461	48.91084442	2.470091228	7.165141595
44.67339054	10.62246255	6.423525659	63.86336834		54.76622897	79.15867141	9.416765131	2.086445286	1.335568791	38.1798761	123.6307984	5.807302712	37.44039303	39.80714265	19.80955915	3.290908827	1.521089217	3.487674321	50.64727624	2.555376351	7.084882689
45.36332263	10.570119	6.456398486	63.86438343		54.82587003	79.97296723	9.370356169	2.113561128	1.393625798	38.96349897	125.1363057	5.989208222	36.83832385	39.57864217	19.82337555	3.269713577	1.53881365	3.582899372	51.6475994	2.537108526	7.052402401
45.61346611	10.62420683	6.58275419	65.27784552		54.86925766	81.27983812	9.368563864	2.144562488	1.391798421	39.33710872	126.1426009	5.909477535	36.41999923	39.70806757	19.84611515	3.447763099	1.551543162	3.396586439	52.4765608	2.645714683	7.07713161
46.09894712	10.90962542	6.716028816	64.79124501		57.12090364	82.07072473	9.313624769	2.188111136	1.420471862	39.80331125	127.2497264	6.047379291	36.22833755	40.11803616	19.99446961	3.411462857	1.632034934	3.690599932	52.76658539	2.746434051	7.046005703
46.34396233	11.06048891	6.789302025	66.36700783		56.00137224	84.05242822	9.68937412	2.215751774	1.442586296	39.76259517	127.7082738	6.125331873	36.06649769	40.19654014	20.34958792	3.462992005	1.588213093	3.404757662	53.51665385	2.67507473	7.128424855
46.60163303	10.98530692	6.887606443	67.07546298		55.18941227	84.65817461	9.622895375	2.25240954	1.492852916	39.77009426	127.5312396	6.266887727	36.62225655	40.06018784	20.28561868	3.547309464	1.61719699	3.652210791	54.29907909	2.852893113	7.157098119
47.18919286	11.23376797	7.102168494	68.74520232		56.22825626	86.98965801	9.933176914	2.272038799	1.495789212	39.7360938	129.3504286	6.302977519	36.71504367	40.21329902	20.34439833	3.717433838	1.657325333	3.517881608	55.34109162	2.800807293	7.296564321
47.05076127	11.29261002	7.10212036	68.54936988		54.97472722	86.17576592	9.872925271	2.304271247	1.529196568	40.40800719	128.1861484	6.360103505	37.0591734	40.31943056	20.47832705	3.753676319	1.688787664	3.916423627	55.258123	2.825770478	7.373396215
47.28667519	11.15568418	7.141571252	68.5788523		55.3399398	87.50307053	10.10534137	2.355641322	1.532587899	38.88187511	128.7690817	6.418493125	37.36130809	39.46490117	21.21502858	3.837643256	1.779461967	3.613518818	54.94809749	2.822152971	7.27386917
47.57998066	11.21602613	7.213190115	69.4103604		55.16027337	87.25285813	9.978747416	2.378478756	1.56500261	39.57306307	128.1383156	6.549353996	37.44503046	39.07379687	21.16623639	3.783059825	1.721630407	3.946013751	55.04245956	2.955616514	7.173804594
46.92015261	11.44437176	7.387627243	70.20606835		54.47488155	87.60371884	10.02314063	2.395482808	1.585221184	39.02759828	126.7615598	6.430081549	37.01715578	38.69333411	20.76602867	3.859682202	1.807429826	3.855151787	54.70732015	2.911176065	7.370385792
47.48127563	11.56112528	7.417443347	70.6648474		54.55565945	87.67308416	10.04674276	2.40221096	1.618623187	39.25521728	125.992809	6.393607401	36.54120142	38.32039885	20.63470487	3.874855701	1.814252872	3.776888847	54.41411262	2.952153337	7.390258156
