25775100	17.0
25776000	26.0
25776900	25.0
25777800	26.0
25778700	32.0
25779600	31.0
25780500	20.0
25781400	29.0
25782300	28.0
25783200	30.0
25784100	28.0
25785000	34.0
25785900	39.0
25786800	35.0
25787700	30.0
25788600	26.0
25789500	25.0
25790400	18.0
25791300	17.0
25792200	17.0
25793100	23.0
25794000	24.0
25794900	23.0
25795800	26.0
25796700	23.0
25797600	37.0
25798500	40.0
